,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
Intercept,1.113,0.466,0.272,1.992,0.008,0.006,3287.0,1188.0,1.0
x[0],1.933,2.278,-2.286,6.142,0.034,0.038,4417.0,1387.0,1.0
x[1],2.354,2.271,-1.858,6.352,0.034,0.034,4510.0,1399.0,1.0
x[2],-3.898,2.58,-8.576,0.918,0.037,0.039,4960.0,1277.0,1.0
x[3],-1.129,2.03,-5.036,2.564,0.031,0.043,4353.0,1612.0,1.01
x[4],1.11,2.28,-2.893,5.429,0.039,0.051,3437.0,1394.0,1.0
x[5],0.183,2.384,-4.476,4.383,0.035,0.061,4842.0,1319.0,1.0
x[6],2.296,2.31,-2.392,6.367,0.036,0.045,4210.0,1137.0,1.0
x[7],-2.253,2.32,-6.718,1.896,0.033,0.041,5028.0,1609.0,1.0
x[8],3.281,2.252,-0.919,7.385,0.032,0.031,4998.0,1688.0,1.0
x[9],6.348,2.45,1.747,10.786,0.034,0.028,5139.0,1584.0,1.0
x[10],0.439,2.618,-4.386,5.507,0.041,0.07,4041.0,1190.0,1.0
x[11],0.738,2.299,-3.473,4.933,0.034,0.058,4518.0,1428.0,1.0
x[12],-2.511,2.313,-6.892,1.792,0.035,0.037,4458.0,1482.0,1.0
x[13],-1.195,2.502,-5.759,3.331,0.038,0.057,4242.0,1457.0,1.0
x[14],-1.327,2.463,-5.92,3.317,0.034,0.059,5175.0,1293.0,1.0
x[15],1.386,2.343,-3.024,5.719,0.031,0.045,5683.0,1284.0,1.0
x[16],0.537,2.321,-3.616,4.916,0.033,0.055,4876.0,1443.0,1.0
x[17],3.379,2.167,-0.529,7.563,0.032,0.031,4610.0,1290.0,1.0
x[18],-0.334,2.289,-4.602,4.045,0.035,0.066,4165.0,1403.0,1.0
x[19],0.366,2.586,-4.463,5.009,0.034,0.065,5641.0,1399.0,1.0
x[20],0.9,2.172,-3.035,5.19,0.033,0.053,4443.0,1403.0,1.0
x[21],-0.544,2.266,-4.835,3.707,0.032,0.059,4966.0,991.0,1.0
x[22],-0.619,2.183,-4.552,3.555,0.032,0.049,4484.0,1531.0,1.0
x[23],4.773,2.169,0.381,8.467,0.029,0.025,5568.0,1402.0,1.0
x[24],-2.528,2.348,-7.16,1.799,0.035,0.039,4476.0,1463.0,1.0
x[25],-1.295,2.808,-6.001,4.273,0.043,0.062,4269.0,1482.0,1.0
x[26],1.415,2.329,-2.495,6.268,0.034,0.044,4601.0,1579.0,1.0
x[27],5.515,2.292,1.033,9.499,0.033,0.027,4952.0,1564.0,1.0
x[28],-1.271,2.617,-6.081,3.431,0.037,0.064,5088.0,1406.0,1.0
x[29],1.538,2.247,-2.742,5.597,0.028,0.041,6425.0,1587.0,1.0
x[30],1.436,2.432,-3.207,5.964,0.039,0.053,3967.0,1378.0,1.0
x[31],-2.52,2.724,-7.156,2.797,0.037,0.052,5526.0,1365.0,1.0
x[32],4.678,2.266,0.601,9.029,0.033,0.03,4767.0,1414.0,1.0
x[33],-0.039,2.159,-3.773,4.027,0.03,0.06,5047.0,1240.0,1.0
x[34],-0.462,2.261,-4.963,3.527,0.032,0.05,4816.0,1712.0,1.0
x[35],6.04,2.191,2.214,10.277,0.032,0.025,4544.0,1363.0,1.0
x[36],0.282,2.586,-4.37,5.357,0.039,0.071,4306.0,1216.0,1.0
x[37],1.288,2.259,-2.859,5.376,0.029,0.049,6268.0,1317.0,1.0
x[38],5.153,2.224,0.82,9.099,0.032,0.027,4835.0,1260.0,1.0
x[39],1.843,2.645,-3.139,6.78,0.045,0.053,3400.0,1203.0,1.0
x[40],2.312,2.218,-1.354,6.876,0.03,0.037,5501.0,1400.0,1.0
x[41],-0.412,3.499,-6.998,6.011,0.05,0.131,4854.0,1115.0,1.01
x[42],4.404,2.444,-0.064,9.055,0.037,0.034,4458.0,1563.0,1.0
x[43],1.454,2.257,-2.922,5.43,0.035,0.046,4249.0,1715.0,1.0
x[44],-0.065,2.127,-4.111,3.776,0.031,0.053,4727.0,1434.0,1.0
x[45],-0.058,2.474,-4.772,4.494,0.037,0.063,4512.0,1441.0,1.0
x[46],-1.318,2.172,-5.298,2.731,0.036,0.045,3634.0,1573.0,1.01
x[47],-2.48,2.729,-7.335,2.753,0.04,0.051,4745.0,1340.0,1.0
x[48],4.865,2.277,0.839,9.142,0.033,0.029,4755.0,1338.0,1.0
x[49],-3.116,2.95,-8.375,2.608,0.04,0.048,5426.0,1397.0,1.0
x[50],-3.908,2.365,-8.255,0.547,0.035,0.034,4451.0,1415.0,1.0
x[51],0.71,2.451,-4.16,5.201,0.037,0.06,4339.0,1264.0,1.0
x[52],2.322,2.371,-1.888,6.89,0.034,0.038,4819.0,1587.0,1.0
x[53],2.41,2.377,-2.28,6.739,0.038,0.037,3996.0,1740.0,1.0
x[54],0.902,2.145,-3.351,4.679,0.036,0.046,3496.0,1755.0,1.0
x[55],2.061,2.223,-2.249,5.948,0.031,0.037,5321.0,1553.0,1.0
x[56],-0.896,2.339,-4.888,3.813,0.037,0.054,4017.0,1370.0,1.0
x[57],0.639,2.376,-3.706,5.252,0.032,0.057,5330.0,1444.0,1.0
x[58],-1.325,2.58,-6.066,3.622,0.044,0.052,3420.0,1472.0,1.0
x[59],0.581,2.278,-3.616,4.687,0.034,0.051,4609.0,1726.0,1.0
x[60],0.144,2.148,-3.913,4.022,0.026,0.058,6602.0,1265.0,1.0
x[61],2.229,2.14,-1.571,6.276,0.03,0.033,5088.0,1533.0,1.0
x[62],0.735,2.435,-3.748,5.262,0.03,0.064,6602.0,1282.0,1.0
x[63],0.516,2.116,-3.792,4.273,0.033,0.051,4143.0,1380.0,1.0
x[64],-1.715,2.142,-5.708,2.302,0.031,0.039,4770.0,1588.0,1.0
x[65],-0.83,2.471,-5.164,4.108,0.037,0.066,4852.0,1132.0,1.0
x[66],0.828,2.144,-2.919,5.068,0.035,0.051,3720.0,1402.0,1.0
x[67],-0.653,2.44,-5.476,3.652,0.033,0.059,5367.0,1360.0,1.0
x[68],-0.256,2.429,-4.952,4.058,0.037,0.071,4275.0,1188.0,1.0
x[69],0.21,2.54,-4.494,4.905,0.035,0.065,5394.0,1471.0,1.0
x[70],-0.916,2.71,-6.186,4.065,0.046,0.067,3467.0,1361.0,1.0
x[71],-0.898,2.419,-5.752,3.354,0.036,0.059,4389.0,1252.0,1.01
x[72],-0.637,2.39,-4.992,3.866,0.032,0.061,5724.0,1340.0,1.0
x[73],0.315,2.163,-3.683,4.501,0.037,0.053,3473.0,1264.0,1.0
x[74],1.589,2.305,-3.038,5.746,0.034,0.042,4757.0,1612.0,1.0
x[75],-0.631,2.47,-5.355,3.612,0.04,0.062,3733.0,1662.0,1.0
x[76],-1.967,2.376,-6.396,2.408,0.036,0.046,4305.0,1398.0,1.0
x[77],0.796,2.271,-3.294,5.168,0.03,0.049,5695.0,1569.0,1.0
x[78],5.363,2.43,0.927,9.976,0.036,0.032,4429.0,1485.0,1.0
x[79],-3.514,2.238,-7.599,0.722,0.031,0.03,5231.0,1525.0,1.0
x[80],-1.798,2.678,-6.599,3.198,0.036,0.048,5490.0,1411.0,1.0
x[81],-4.972,2.337,-9.009,-0.445,0.037,0.03,3995.0,1333.0,1.0
x[82],6.598,2.225,2.451,10.768,0.031,0.025,5192.0,1609.0,1.0
x[83],1.197,2.267,-2.827,5.646,0.034,0.049,4599.0,1414.0,1.0
x[84],0.76,2.531,-3.789,5.74,0.043,0.062,3415.0,1431.0,1.0
x[85],-2.921,2.266,-7.302,1.219,0.033,0.036,4663.0,1448.0,1.0
x[86],0.847,2.664,-3.917,6.111,0.037,0.065,5225.0,1377.0,1.0
x[87],0.761,2.506,-4.369,5.17,0.033,0.063,5829.0,1425.0,1.0
x[88],-1.804,2.093,-5.637,2.328,0.031,0.034,4679.0,1620.0,1.0
x[89],-0.123,2.039,-4.164,3.509,0.029,0.053,5040.0,1457.0,1.0
x[90],0.47,2.161,-3.624,4.47,0.034,0.05,4121.0,1508.0,1.0
x[91],-0.132,2.038,-3.926,3.63,0.03,0.055,4556.0,1472.0,1.0
x[92],-0.553,2.238,-4.694,3.513,0.032,0.054,4923.0,1466.0,1.0
x[93],8.127,2.236,3.436,12.039,0.034,0.027,4270.0,1423.0,1.0
x[94],1.743,2.249,-2.418,5.959,0.04,0.041,3136.0,1538.0,1.0
x[95],0.817,2.286,-3.535,5.168,0.036,0.052,4047.0,1456.0,1.0
x[96],0.041,2.336,-4.194,4.343,0.032,0.058,5382.0,1375.0,1.0
x[97],1.447,2.332,-2.706,5.891,0.034,0.043,4713.0,1466.0,1.0
x[98],1.692,2.327,-2.78,5.814,0.035,0.047,4493.0,1189.0,1.0
x[99],-0.796,2.346,-5.455,3.433,0.034,0.056,4844.0,1500.0,1.0
x[100],2.792,2.327,-1.624,7.149,0.033,0.04,5133.0,1182.0,1.0
x[101],1.087,2.165,-3.169,4.849,0.032,0.048,4810.0,1309.0,1.0
x[102],0.16,2.218,-4.042,4.173,0.037,0.056,3428.0,1551.0,1.0
x[103],0.887,2.391,-3.939,5.106,0.034,0.059,5058.0,1461.0,1.0
x[104],-0.303,2.678,-5.481,4.437,0.036,0.075,5604.0,1206.0,1.01
x[105],1.414,2.394,-2.99,5.987,0.037,0.05,4223.0,1429.0,1.0
x[106],-2.782,2.254,-7.128,1.154,0.035,0.035,4224.0,1389.0,1.0
x[107],-3.316,2.418,-7.467,1.585,0.037,0.036,4225.0,1083.0,1.0
x[108],-0.025,2.404,-4.537,4.591,0.036,0.055,4447.0,1824.0,1.0
x[109],-0.47,2.797,-5.651,4.818,0.038,0.071,5328.0,1462.0,1.0
x[110],-0.422,2.299,-5.274,3.542,0.035,0.062,4386.0,1215.0,1.0
x[111],4.641,2.206,0.674,8.911,0.035,0.03,3935.0,1336.0,1.0
x[112],-1.449,2.399,-5.93,3.025,0.036,0.045,4555.0,1672.0,1.0
x[113],-1.278,2.521,-5.879,3.621,0.045,0.059,3160.0,1219.0,1.0
x[114],4.427,2.626,-0.539,9.294,0.039,0.034,4521.0,1535.0,1.0
x[115],3.912,2.333,-0.368,8.326,0.035,0.029,4381.0,1460.0,1.0
x[116],1.295,2.268,-2.926,5.621,0.033,0.045,4788.0,1260.0,1.0
x[117],0.533,2.406,-4.178,4.733,0.037,0.061,4189.0,1230.0,1.01
x[118],0.949,2.432,-3.661,5.233,0.037,0.058,4280.0,1356.0,1.0
x[119],0.885,2.898,-4.55,6.413,0.04,0.071,5108.0,1479.0,1.0
x[120],3.474,2.283,-0.562,7.916,0.039,0.031,3609.0,1533.0,1.0
x[121],0.675,2.325,-3.885,4.864,0.031,0.055,5727.0,1303.0,1.0
x[122],-1.492,2.111,-5.313,2.549,0.028,0.042,5467.0,1421.0,1.0
x[123],-4.259,2.37,-8.643,0.16,0.034,0.032,4884.0,1497.0,1.0
x[124],-2.736,2.508,-7.277,1.891,0.037,0.046,4541.0,1159.0,1.0
x[125],-2.141,2.562,-6.765,2.891,0.04,0.047,4159.0,1383.0,1.0
x[126],-0.4,2.236,-4.459,3.951,0.031,0.05,5216.0,1733.0,1.0
x[127],0.007,2.27,-4.173,4.276,0.033,0.054,4564.0,1241.0,1.0
x[128],-0.213,2.685,-5.359,4.483,0.045,0.071,3605.0,1457.0,1.0
x[129],0.322,2.608,-4.874,5.087,0.035,0.066,5151.0,1507.0,1.0
x[130],-0.161,2.367,-4.843,4.127,0.033,0.066,5048.0,1185.0,1.0
x[131],1.719,2.362,-2.586,6.096,0.031,0.045,5647.0,1230.0,1.0
x[132],-0.246,2.708,-5.306,4.707,0.037,0.07,5555.0,1456.0,1.0
x[133],-2.043,2.697,-7.326,2.898,0.036,0.051,5636.0,1388.0,1.0
x[134],0.347,2.465,-4.169,5.054,0.039,0.057,4072.0,1484.0,1.0
x[135],-1.238,2.23,-5.251,3.105,0.032,0.047,4953.0,1375.0,1.0
x[136],-3.959,2.206,-8.131,0.176,0.03,0.028,5310.0,1360.0,1.0
x[137],1.351,2.224,-2.397,5.739,0.034,0.042,4323.0,1399.0,1.0
x[138],5.181,2.172,1.057,9.214,0.034,0.025,4143.0,1516.0,1.0
x[139],-0.086,2.11,-3.86,3.916,0.033,0.056,4175.0,1231.0,1.0
x[140],-1.118,2.294,-5.333,3.384,0.033,0.054,4973.0,1091.0,1.0
x[141],1.121,2.185,-3.174,4.971,0.034,0.047,4068.0,1338.0,1.0
x[142],-2.221,2.253,-6.284,2.121,0.032,0.035,5042.0,1426.0,1.0
x[143],-1.131,2.55,-5.961,3.376,0.038,0.053,4595.0,1477.0,1.0
x[144],-1.993,2.266,-6.666,1.867,0.034,0.039,4594.0,1436.0,1.0
x[145],0.853,2.493,-3.766,5.562,0.033,0.062,5596.0,1418.0,1.0
x[146],-0.207,2.646,-5.166,4.824,0.037,0.073,5047.0,1651.0,1.0
x[147],2.831,2.375,-1.79,7.058,0.036,0.038,4387.0,1354.0,1.0
x[148],-0.877,2.305,-4.945,3.494,0.035,0.056,4278.0,1481.0,1.0
x[149],0.627,2.28,-4.047,4.432,0.037,0.051,3715.0,1484.0,1.0
x[150],-0.855,2.635,-5.841,3.962,0.036,0.068,5339.0,1222.0,1.0
x[151],1.68,2.207,-2.105,5.995,0.032,0.036,4664.0,1551.0,1.0
x[152],1.782,2.248,-2.376,5.943,0.031,0.038,6412.0,1757.0,1.0
x[153],-2.073,2.292,-6.725,1.816,0.034,0.043,4435.0,1328.0,1.0
x[154],-0.263,2.475,-5.011,4.276,0.038,0.073,4257.0,1196.0,1.0
x[155],-1.877,2.819,-6.748,3.802,0.044,0.056,4150.0,1486.0,1.0
x[156],-0.095,2.301,-4.205,4.431,0.034,0.057,4657.0,1479.0,1.0
x[157],-1.052,2.586,-5.954,3.515,0.037,0.058,4891.0,1303.0,1.0
x[158],-0.066,2.262,-4.202,4.416,0.034,0.055,4489.0,1494.0,1.0
x[159],0.05,2.67,-4.763,5.02,0.036,0.081,5368.0,1275.0,1.0
x[160],-2.831,2.677,-7.77,2.368,0.04,0.044,4590.0,1387.0,1.0
x[161],-0.485,2.964,-5.819,5.225,0.043,0.069,4720.0,1493.0,1.0
x[162],1.075,2.277,-3.408,5.272,0.034,0.051,4485.0,1362.0,1.0
x[163],3.832,2.237,-0.453,7.878,0.031,0.028,5041.0,1151.0,1.0
x[164],-1.723,2.158,-5.754,2.122,0.035,0.039,3705.0,1382.0,1.0
x[165],-1.595,3.678,-7.971,5.804,0.056,0.076,4284.0,1384.0,1.0
x[166],-1.352,2.42,-5.822,3.027,0.033,0.047,5493.0,1614.0,1.01
x[167],2.129,2.192,-1.844,6.304,0.035,0.037,3936.0,1254.0,1.0
x[168],0.13,2.267,-4.027,4.331,0.036,0.064,3903.0,1135.0,1.0
x[169],0.299,2.234,-3.891,4.557,0.034,0.056,4386.0,1471.0,1.0
x[170],0.34,2.203,-3.908,4.302,0.032,0.058,4683.0,1194.0,1.01
x[171],2.095,2.464,-2.752,6.519,0.037,0.041,4465.0,1624.0,1.0
x[172],0.898,2.704,-4.152,5.9,0.034,0.082,6259.0,1146.0,1.01
x[173],-1.674,2.767,-6.96,3.459,0.037,0.057,5524.0,1414.0,1.0
x[174],-1.371,3.072,-6.927,4.404,0.046,0.072,4471.0,1183.0,1.0
x[175],-1.799,3.467,-8.253,4.685,0.051,0.067,4523.0,1642.0,1.0
x[176],-0.926,2.18,-5.073,3.149,0.034,0.047,4182.0,1238.0,1.0
x[177],1.861,2.284,-2.27,6.126,0.034,0.04,4562.0,1490.0,1.0
x[178],1.856,2.636,-3.341,6.54,0.039,0.053,4619.0,1421.0,1.0
x[179],-2.08,2.805,-7.415,2.917,0.044,0.055,4058.0,1306.0,1.0
x[180],-0.03,2.196,-4.197,3.867,0.031,0.051,4990.0,1481.0,1.0
x[181],-1.373,2.546,-6.244,3.212,0.036,0.058,5081.0,1612.0,1.0
x[182],0.036,2.439,-4.516,4.816,0.035,0.061,4822.0,1556.0,1.0
x[183],4.533,2.2,0.471,8.771,0.031,0.028,5200.0,1669.0,1.0
x[184],1.87,2.48,-3.125,6.197,0.031,0.05,6602.0,1189.0,1.0
x[185],1.105,2.175,-3.16,5.033,0.03,0.049,5271.0,1261.0,1.0
x[186],-0.693,2.692,-6.027,4.058,0.045,0.071,3600.0,1300.0,1.0
x[187],0.68,2.777,-4.332,5.99,0.04,0.065,4849.0,1515.0,1.0
x[188],-1.617,2.688,-6.543,3.364,0.036,0.054,5738.0,1387.0,1.0
x[189],-2.883,2.396,-7.743,1.392,0.034,0.039,4827.0,1376.0,1.0
x[190],3.196,2.457,-1.368,7.754,0.035,0.037,4975.0,1186.0,1.0
x[191],-0.566,2.86,-5.7,4.9,0.05,0.077,3259.0,940.0,1.0
x[192],-2.354,2.558,-6.852,2.729,0.033,0.053,6138.0,1106.0,1.0
x[193],-0.568,2.537,-5.299,4.199,0.034,0.063,5740.0,1508.0,1.0
x[194],2.285,2.485,-2.341,6.832,0.037,0.045,4518.0,1509.0,1.0
x[195],-2.3,2.888,-7.836,2.939,0.037,0.053,6010.0,1470.0,1.0
x[196],-2.02,2.353,-6.422,2.339,0.035,0.046,4629.0,1027.0,1.0
x[197],-0.919,2.551,-5.555,3.969,0.037,0.058,4741.0,1414.0,1.0
x[198],-0.36,2.274,-4.658,3.825,0.036,0.057,4013.0,1319.0,1.0
x[199],-1.129,2.333,-5.309,3.55,0.037,0.054,3923.0,1396.0,1.0
x[200],4.256,2.436,0.06,9.243,0.033,0.031,5493.0,1422.0,1.0
x[201],4.712,2.188,0.357,8.658,0.033,0.028,4536.0,1179.0,1.0
x[202],-2.524,2.015,-6.106,1.342,0.027,0.028,5377.0,1674.0,1.0
x[203],3.0,2.229,-1.206,7.066,0.033,0.032,4544.0,1568.0,1.0
x[204],1.136,3.752,-5.665,8.621,0.051,0.101,5477.0,1165.0,1.0
x[205],0.807,2.166,-3.443,4.449,0.035,0.048,3915.0,1666.0,1.0
x[206],1.587,2.143,-2.366,5.782,0.032,0.043,4583.0,1553.0,1.0
x[207],-0.56,2.717,-5.604,4.472,0.041,0.068,4579.0,1406.0,1.0
x[208],2.377,2.207,-1.72,6.613,0.035,0.037,3993.0,1563.0,1.0
x[209],-0.508,2.76,-5.875,4.516,0.038,0.071,5087.0,1486.0,1.0
x[210],-0.352,2.261,-4.882,3.612,0.032,0.058,4999.0,1538.0,1.0
x[211],-0.012,2.42,-4.575,4.309,0.035,0.056,4861.0,1688.0,1.01
x[212],1.064,2.5,-3.736,5.731,0.035,0.052,5202.0,1555.0,1.0
x[213],-0.7,2.311,-5.02,3.538,0.038,0.056,3755.0,1204.0,1.0
x[214],0.883,2.412,-3.755,5.074,0.036,0.056,4453.0,1481.0,1.0
x[215],-0.737,2.969,-6.353,4.759,0.044,0.077,4341.0,1425.0,1.0
x[216],-2.532,2.489,-6.89,2.327,0.037,0.038,4544.0,1472.0,1.0
x[217],-0.735,2.423,-4.957,4.327,0.04,0.055,3735.0,1508.0,1.0
x[218],-0.432,2.176,-4.681,3.499,0.034,0.053,4052.0,1477.0,1.0
x[219],-0.884,2.974,-6.541,4.864,0.037,0.072,6602.0,1455.0,1.0
x[220],-2.732,2.838,-8.327,2.287,0.037,0.049,5803.0,1250.0,1.0
x[221],1.236,2.205,-2.667,5.433,0.032,0.047,4646.0,1512.0,1.0
x[222],-0.054,2.514,-4.809,4.777,0.037,0.067,4588.0,1414.0,1.0
x[223],-0.569,2.895,-6.087,4.475,0.045,0.071,4130.0,1370.0,1.0
x[224],1.984,2.291,-2.335,6.058,0.037,0.042,3828.0,1475.0,1.0
x[225],0.27,2.611,-4.93,4.773,0.037,0.065,4907.0,1535.0,1.0
x[226],-1.909,2.723,-6.691,3.166,0.037,0.066,5329.0,1177.0,1.0
x[227],-0.73,2.482,-5.187,3.905,0.038,0.055,4252.0,1593.0,1.0
x[228],0.145,2.74,-5.051,4.913,0.039,0.074,4834.0,1362.0,1.0
x[229],-0.566,3.067,-6.385,4.937,0.038,0.079,6602.0,1367.0,1.0
x[230],-1.622,2.805,-6.866,3.525,0.042,0.059,4566.0,1419.0,1.0
x[231],1.823,2.176,-2.197,5.853,0.03,0.038,5061.0,1470.0,1.0
x[232],0.914,2.195,-3.187,5.205,0.033,0.047,4477.0,1506.0,1.0
x[233],0.408,3.044,-5.416,5.818,0.038,0.076,6316.0,1444.0,1.0
x[234],-0.95,2.939,-6.608,4.164,0.042,0.066,4911.0,1466.0,1.01
x[235],-0.597,2.812,-6.379,4.247,0.039,0.073,5195.0,1385.0,1.0
x[236],0.566,2.918,-4.713,6.046,0.044,0.068,4438.0,1535.0,1.0
x[237],-1.173,2.659,-6.498,3.415,0.036,0.062,5514.0,1327.0,1.0
