,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
x[238],-1.415,3.012,-6.644,4.524,0.041,0.07,5488.0,1360.0,1.0
x[239],3.144,2.083,-0.986,6.937,0.029,0.031,5093.0,1291.0,1.0
x[240],-0.289,2.116,-4.39,3.579,0.032,0.056,4246.0,1319.0,1.0
x[241],-0.651,2.275,-4.66,3.85,0.03,0.057,5665.0,1383.0,1.0
x[242],-0.803,2.21,-4.984,3.239,0.03,0.047,5500.0,1526.0,1.0
x[243],0.042,2.733,-5.116,5.229,0.041,0.072,4574.0,1404.0,1.0
x[244],-0.559,2.39,-5.096,3.723,0.032,0.057,5461.0,1721.0,1.0
x[245],-1.162,2.306,-5.28,3.314,0.038,0.052,3634.0,1213.0,1.0
x[246],-0.984,2.838,-6.188,4.476,0.042,0.064,4593.0,1499.0,1.0
x[247],-2.414,2.305,-6.662,1.623,0.033,0.037,4842.0,1607.0,1.0
x[248],-0.158,2.743,-5.043,5.324,0.04,0.077,4879.0,1371.0,1.0
x[249],-1.069,2.831,-5.716,4.605,0.044,0.067,4183.0,1431.0,1.0
x[250],0.185,2.981,-5.401,5.836,0.04,0.082,5544.0,1341.0,1.0
x[251],-1.429,3.04,-7.155,4.2,0.04,0.079,5832.0,1086.0,1.0
x[252],-2.146,2.814,-6.939,3.694,0.041,0.054,4681.0,1261.0,1.0
x[253],-1.232,2.943,-6.691,4.204,0.041,0.067,5230.0,1441.0,1.0
x[254],2.59,2.337,-1.812,6.861,0.032,0.035,5336.0,1700.0,1.0
x[255],-0.85,2.749,-5.566,4.592,0.039,0.065,5172.0,1368.0,1.0
x[256],3.899,2.251,-0.212,8.206,0.032,0.033,4764.0,1219.0,1.0
x[257],-0.887,2.685,-5.888,4.023,0.043,0.058,3971.0,1542.0,1.0
x[258],2.376,2.218,-1.563,7.054,0.035,0.041,4071.0,1498.0,1.0
x[259],1.139,2.787,-3.754,6.556,0.041,0.061,4600.0,1524.0,1.0
x[260],3.57,2.345,-0.829,8.056,0.035,0.032,4537.0,1350.0,1.0
x[261],0.045,2.931,-5.274,5.452,0.041,0.081,5119.0,1425.0,1.0
x[262],-1.187,2.224,-5.379,2.722,0.032,0.049,4670.0,1627.0,1.0
x[263],-0.474,2.271,-4.62,3.835,0.034,0.055,4507.0,1297.0,1.0
x[264],-1.51,2.834,-6.453,4.259,0.04,0.064,5090.0,1290.0,1.0
x[265],-1.664,2.814,-6.692,3.896,0.038,0.061,5407.0,1466.0,1.0
x[266],0.734,2.611,-3.992,5.631,0.038,0.056,4648.0,1604.0,1.0
x[267],-2.038,2.53,-6.552,3.078,0.036,0.048,4885.0,1363.0,1.0
x[268],1.003,2.847,-4.673,5.864,0.046,0.068,3800.0,1281.0,1.0
x[269],3.159,2.301,-0.92,7.55,0.033,0.036,4893.0,1327.0,1.0
x[270],0.611,2.509,-3.825,5.681,0.033,0.061,5701.0,1276.0,1.0
x[271],-0.785,2.816,-5.679,4.703,0.046,0.069,3806.0,1505.0,1.0
x[272],2.063,2.203,-1.931,6.164,0.033,0.039,4443.0,1527.0,1.0
x[273],-0.741,2.323,-5.012,3.802,0.036,0.054,4267.0,1570.0,1.0
x[274],-3.625,2.789,-8.929,1.685,0.044,0.046,3926.0,1112.0,1.0
x[275],-1.242,2.576,-6.237,3.103,0.038,0.082,4657.0,893.0,1.01
x[276],0.452,2.178,-3.778,4.405,0.034,0.051,4102.0,1371.0,1.0
x[277],-0.592,2.954,-6.416,4.704,0.041,0.068,5158.0,1686.0,1.0
x[278],-0.208,2.884,-5.632,5.375,0.04,0.076,5193.0,1366.0,1.0
x[279],-2.233,2.748,-7.474,2.935,0.046,0.058,3614.0,1220.0,1.0
x[280],-0.693,2.91,-6.265,4.883,0.04,0.081,5327.0,1010.0,1.0
x[281],1.243,2.242,-2.929,5.56,0.033,0.045,4592.0,1739.0,1.0
x[282],-1.236,3.129,-6.588,4.962,0.041,0.091,5756.0,1110.0,1.0
x[283],-0.623,2.994,-6.222,4.996,0.039,0.071,5899.0,1534.0,1.0
x[284],-0.784,2.564,-5.788,3.736,0.037,0.066,4873.0,1334.0,1.0
x[285],-0.38,3.046,-6.42,5.019,0.048,0.086,4037.0,1148.0,1.0
x[286],-2.747,2.089,-6.764,0.837,0.031,0.031,4662.0,1527.0,1.0
x[287],0.171,2.593,-4.566,5.206,0.033,0.066,6321.0,1403.0,1.0
x[288],-0.687,3.016,-6.449,4.937,0.052,0.077,3388.0,1144.0,1.0
x[289],2.611,2.412,-2.03,6.984,0.034,0.038,4937.0,1557.0,1.0
x[290],-0.526,2.513,-5.387,3.951,0.038,0.066,4503.0,1511.0,1.0
x[291],1.871,2.172,-1.906,6.073,0.03,0.039,5232.0,1328.0,1.0
x[292],3.433,2.179,-0.639,7.443,0.033,0.029,4408.0,1412.0,1.0
x[293],1.135,2.221,-3.266,4.986,0.033,0.049,4357.0,1467.0,1.0
x[294],-0.576,2.388,-5.276,3.475,0.039,0.061,3787.0,1360.0,1.01
x[295],-0.158,2.497,-4.804,4.423,0.035,0.067,4989.0,1567.0,1.0
x[296],2.26,2.393,-2.07,6.829,0.039,0.038,3760.0,1337.0,1.0
x[297],1.045,2.706,-3.965,6.267,0.039,0.068,4863.0,1351.0,1.0
x[298],3.037,2.421,-1.323,7.924,0.031,0.038,6014.0,1311.0,1.0
x[299],-2.736,2.327,-7.126,1.606,0.035,0.035,4456.0,1639.0,1.0
x[300],-2.701,2.816,-7.858,2.633,0.038,0.049,5331.0,1372.0,1.0
x[301],4.221,2.25,-0.16,8.168,0.041,0.031,3010.0,1408.0,1.0
x[302],3.442,2.357,-0.832,8.048,0.037,0.033,4185.0,1559.0,1.0
x[303],5.814,2.259,1.758,10.216,0.034,0.028,4487.0,1389.0,1.0
x[304],5.028,2.149,1.197,9.068,0.03,0.024,4979.0,1692.0,1.0
x[305],2.587,2.265,-1.461,7.083,0.034,0.034,4539.0,1825.0,1.0
x[306],1.116,2.25,-3.148,5.261,0.033,0.05,4601.0,1465.0,1.0
x[307],-1.463,2.53,-6.248,3.408,0.039,0.054,4241.0,1308.0,1.0
x[308],-2.514,2.306,-6.626,1.901,0.031,0.039,5627.0,1506.0,1.0
x[309],0.459,3.294,-5.089,7.015,0.045,0.089,5187.0,1330.0,1.0
x[310],-0.425,2.15,-4.373,3.666,0.032,0.049,4653.0,1596.0,1.0
x[311],-0.225,2.351,-4.404,4.405,0.033,0.066,5119.0,1359.0,1.0
x[312],-3.35,2.5,-8.192,1.006,0.033,0.039,5497.0,1348.0,1.0
x[313],2.358,2.195,-1.842,6.496,0.034,0.037,4159.0,1438.0,1.0
x[314],-2.278,2.386,-6.81,1.858,0.04,0.042,3589.0,1072.0,1.0
x[315],-1.81,2.665,-6.706,3.099,0.038,0.048,5009.0,1827.0,1.0
x[316],-0.835,2.46,-5.336,3.838,0.037,0.053,4328.0,1614.0,1.0
x[317],-1.381,2.531,-6.028,3.404,0.033,0.053,5975.0,1401.0,1.0
x[318],1.615,2.228,-2.363,5.753,0.036,0.04,3768.0,1480.0,1.0
x[319],-5.203,2.279,-9.499,-1.11,0.035,0.03,4157.0,1422.0,1.0
x[320],-0.483,2.406,-4.725,4.236,0.038,0.057,3947.0,1490.0,1.0
x[321],0.05,2.514,-4.494,4.946,0.037,0.062,4731.0,1361.0,1.0
x[322],-1.928,2.754,-6.848,3.29,0.038,0.052,5155.0,1247.0,1.0
x[323],0.831,2.47,-3.701,5.529,0.035,0.056,4995.0,1386.0,1.0
x[324],-1.773,2.236,-5.657,2.58,0.029,0.04,6001.0,1666.0,1.0
x[325],-0.46,2.371,-4.727,3.992,0.038,0.053,3888.0,1548.0,1.0
x[326],-1.788,2.299,-6.034,2.728,0.036,0.043,4010.0,1491.0,1.0
x[327],0.946,2.447,-3.681,5.276,0.034,0.057,5200.0,1420.0,1.0
x[328],-0.378,2.181,-4.306,3.79,0.032,0.057,4740.0,1351.0,1.0
x[329],4.563,2.205,0.443,8.593,0.03,0.026,5576.0,1470.0,1.0
x[330],-1.425,2.809,-7.025,3.738,0.039,0.074,5121.0,1232.0,1.0
x[331],-2.002,2.395,-6.337,2.554,0.034,0.043,4821.0,1280.0,1.0
x[332],-0.039,2.456,-4.768,4.381,0.037,0.059,4497.0,1511.0,1.0
x[333],3.572,2.395,-1.021,7.817,0.033,0.035,5269.0,1385.0,1.0
x[334],-1.052,3.028,-6.688,4.743,0.044,0.07,4746.0,1426.0,1.0
x[335],-0.103,2.3,-4.475,4.111,0.034,0.061,4540.0,1465.0,1.0
x[336],-0.003,2.425,-4.597,4.344,0.042,0.055,3293.0,1650.0,1.0
x[337],2.1,2.272,-2.164,6.302,0.033,0.039,4944.0,1464.0,1.0
x[338],-0.791,2.422,-5.593,3.609,0.034,0.063,5104.0,1503.0,1.0
x[339],1.053,2.267,-2.928,5.556,0.031,0.051,5370.0,1054.0,1.0
x[340],0.653,2.591,-3.956,5.733,0.036,0.064,5288.0,1329.0,1.0
x[341],-0.594,2.592,-5.603,4.127,0.036,0.081,4968.0,1104.0,1.0
x[342],-0.32,2.552,-4.771,4.714,0.04,0.069,4109.0,1500.0,1.0
x[343],1.749,2.361,-2.479,6.377,0.034,0.041,4686.0,1662.0,1.0
x[344],-0.872,2.994,-6.798,4.227,0.043,0.071,4776.0,1659.0,1.0
x[345],-0.832,3.075,-6.389,5.181,0.043,0.073,5055.0,1557.0,1.0
x[346],-1.128,3.033,-6.402,4.525,0.044,0.071,4756.0,1433.0,1.0
x[347],-0.289,3.082,-5.501,6.189,0.041,0.076,5466.0,1461.0,1.0
x[348],-1.161,2.99,-6.491,4.337,0.049,0.074,3702.0,1211.0,1.0
x[349],3.06,2.272,-1.433,6.889,0.033,0.034,4585.0,1396.0,1.0
x[350],-0.74,2.543,-5.379,4.072,0.034,0.078,5707.0,732.0,1.0
x[351],-0.963,2.655,-5.782,4.08,0.039,0.065,4619.0,1197.0,1.0
x[352],1.48,2.325,-2.609,6.142,0.036,0.049,4155.0,1480.0,1.0
x[353],-4.007,2.671,-8.813,0.902,0.038,0.04,4860.0,1481.0,1.0
x[354],-0.866,2.882,-6.11,4.462,0.044,0.074,4258.0,1163.0,1.0
x[355],-1.63,2.605,-6.683,3.219,0.039,0.059,4437.0,1273.0,1.0
x[356],3.087,2.183,-0.831,7.266,0.038,0.031,3287.0,1260.0,1.0
x[357],-1.078,2.473,-5.497,3.617,0.035,0.061,4926.0,1282.0,1.0
x[358],-0.94,2.736,-6.339,4.024,0.034,0.071,6562.0,1254.0,1.0
x[359],0.409,2.481,-4.387,4.997,0.032,0.067,6029.0,1406.0,1.0
x[360],-1.489,2.786,-6.616,3.621,0.041,0.066,4501.0,1362.0,1.0
x[361],-0.722,2.1,-4.646,3.146,0.031,0.044,4702.0,1859.0,1.0
x[362],-1.021,2.976,-6.429,4.654,0.038,0.077,6174.0,1430.0,1.0
x[363],-2.016,2.809,-7.139,3.171,0.038,0.058,5457.0,1337.0,1.0
x[364],-0.936,3.022,-6.431,4.817,0.037,0.075,6602.0,1444.0,1.0
x[365],-0.331,2.412,-4.743,4.117,0.035,0.061,4576.0,1506.0,1.0
x[366],-0.156,2.37,-4.785,4.17,0.036,0.069,4389.0,1275.0,1.0
x[367],-1.851,2.19,-5.718,2.273,0.031,0.039,4914.0,1497.0,1.0
x[368],3.12,2.218,-1.051,7.18,0.031,0.033,5060.0,1444.0,1.0
x[369],-0.693,2.999,-6.504,4.875,0.04,0.075,5613.0,1361.0,1.0
x[370],-1.944,2.382,-6.542,2.507,0.035,0.046,4670.0,1239.0,1.0
x[371],-1.357,2.249,-5.73,2.8,0.034,0.048,4247.0,1359.0,1.0
x[372],-1.182,2.243,-5.492,3.047,0.032,0.046,4863.0,1485.0,1.0
x[373],-0.549,2.246,-4.811,3.661,0.031,0.053,5240.0,1545.0,1.0
x[374],-0.879,3.014,-6.347,4.677,0.047,0.091,4031.0,1163.0,1.0
x[375],0.435,2.286,-3.72,4.786,0.033,0.067,4629.0,1227.0,1.0
x[376],-0.957,2.157,-5.355,2.817,0.033,0.046,4202.0,1413.0,1.0
x[377],-0.744,2.912,-5.845,4.996,0.051,0.066,3273.0,1361.0,1.0
x[378],1.64,2.414,-2.933,5.961,0.041,0.058,3429.0,1483.0,1.0
x[379],-0.903,2.605,-5.528,4.002,0.032,0.061,6415.0,1361.0,1.0
x[380],0.608,2.24,-3.652,4.608,0.036,0.05,3890.0,1457.0,1.0
x[381],1.141,2.209,-2.926,5.408,0.034,0.045,4188.0,1486.0,1.0
x[382],0.425,2.762,-4.783,5.544,0.034,0.071,6602.0,1410.0,1.0
x[383],0.428,2.33,-4.01,4.726,0.036,0.065,4223.0,1154.0,1.0
x[384],-0.432,2.563,-5.615,4.099,0.037,0.062,4852.0,1454.0,1.0
x[385],-1.618,2.395,-6.27,2.736,0.032,0.047,5643.0,1323.0,1.0
x[386],-1.346,2.823,-6.592,4.003,0.037,0.065,5923.0,1588.0,1.0
x[387],-1.067,2.206,-5.196,3.05,0.029,0.046,5594.0,1593.0,1.01
x[388],-0.928,2.633,-5.918,3.736,0.037,0.058,4961.0,1532.0,1.0
x[389],-1.087,2.375,-5.535,3.496,0.036,0.057,4275.0,1244.0,1.0
x[390],-1.422,2.627,-5.996,3.913,0.038,0.059,4895.0,1330.0,1.0
x[391],-1.192,2.219,-5.595,2.619,0.033,0.042,4445.0,1683.0,1.0
x[392],-1.019,3.083,-6.838,4.926,0.041,0.088,5601.0,1239.0,1.0
x[393],1.73,2.184,-2.426,5.811,0.034,0.037,4228.0,1704.0,1.0
x[394],2.419,2.379,-2.129,6.906,0.037,0.043,4233.0,1269.0,1.0
x[395],0.875,2.523,-3.799,5.79,0.037,0.061,4775.0,1436.0,1.0
x[396],-1.94,2.407,-6.518,2.639,0.034,0.044,5075.0,1560.0,1.0
x[397],-2.272,2.891,-7.664,2.974,0.052,0.057,3168.0,844.0,1.0
x[398],-0.025,2.37,-4.707,4.172,0.033,0.063,5377.0,1307.0,1.0
x[399],-0.418,2.332,-4.574,4.357,0.032,0.06,5443.0,1252.0,1.0
x[400],-0.134,2.383,-4.388,4.369,0.034,0.058,4959.0,1526.0,1.0
x[401],0.637,2.217,-3.441,4.872,0.032,0.05,4829.0,1400.0,1.0
x[402],-0.635,2.142,-4.713,3.207,0.034,0.064,3852.0,922.0,1.0
x[403],2.212,2.564,-2.504,6.835,0.034,0.043,5656.0,1341.0,1.0
x[404],0.49,2.792,-4.456,5.898,0.034,0.083,6602.0,1103.0,1.0
x[405],4.627,2.343,0.459,9.342,0.033,0.032,4944.0,1371.0,1.0
x[406],-3.058,2.461,-7.528,1.462,0.035,0.034,4886.0,1533.0,1.0
x[407],0.057,2.39,-4.499,4.456,0.036,0.06,4311.0,1441.0,1.0
x[408],-2.513,2.385,-6.741,1.918,0.036,0.041,4361.0,1357.0,1.0
x[409],-0.497,2.386,-5.0,3.952,0.04,0.053,3652.0,1570.0,1.0
x[410],-1.49,2.612,-6.3,3.505,0.038,0.058,4630.0,1285.0,1.0
x[411],-1.524,2.868,-6.896,3.593,0.038,0.065,5676.0,1360.0,1.0
x[412],-1.081,3.065,-6.636,4.884,0.05,0.078,3766.0,1235.0,1.01
x[413],4.467,2.157,0.544,8.658,0.031,0.028,5070.0,1538.0,1.0
x[414],1.439,2.287,-2.835,5.775,0.031,0.044,5253.0,1364.0,1.0
x[415],-3.103,2.398,-7.709,1.085,0.038,0.035,3863.0,1546.0,1.0
x[416],-0.929,2.182,-5.008,3.097,0.031,0.049,4784.0,1259.0,1.01
x[417],0.535,2.435,-3.683,5.317,0.035,0.07,4936.0,1399.0,1.0
x[418],-0.841,2.29,-4.653,3.903,0.029,0.051,6186.0,1660.0,1.0
x[419],-1.245,2.523,-6.188,3.361,0.035,0.056,5291.0,1627.0,1.0
x[420],-1.426,3.028,-7.031,3.916,0.039,0.069,5970.0,1478.0,1.0
x[421],0.676,2.341,-3.606,5.144,0.03,0.064,5949.0,1436.0,1.0
x[422],1.72,2.354,-2.52,6.24,0.033,0.041,5125.0,1518.0,1.0
x[423],-0.175,2.065,-4.06,3.852,0.027,0.052,5871.0,1418.0,1.01
x[424],0.359,2.397,-4.015,4.979,0.036,0.072,4614.0,1207.0,1.0
x[425],-0.16,3.045,-5.816,5.268,0.042,0.083,5226.0,1363.0,1.0
x[426],-1.672,2.829,-6.731,3.764,0.048,0.062,3406.0,1131.0,1.0
x[427],3.92,2.323,-0.289,8.229,0.032,0.032,5250.0,1466.0,1.0
x[428],-0.044,2.895,-5.693,5.157,0.04,0.076,5215.0,1437.0,1.0
x[429],0.278,2.862,-5.074,5.441,0.039,0.075,5341.0,1273.0,1.0
x[430],-0.77,2.84,-6.025,4.636,0.041,0.073,4844.0,1203.0,1.0
x[431],-0.383,2.414,-4.828,4.095,0.034,0.056,4924.0,1764.0,1.0
x[432],0.513,2.66,-4.809,5.237,0.043,0.071,3861.0,1303.0,1.0
x[433],-0.296,3.935,-7.707,6.862,0.054,0.104,5241.0,1373.0,1.0
x[434],-1.807,2.575,-6.357,3.295,0.042,0.052,4004.0,1511.0,1.0
x[435],-3.038,2.597,-7.676,1.907,0.04,0.039,4272.0,1564.0,1.0
x[436],-1.806,3.063,-7.2,4.184,0.04,0.074,6033.0,1257.0,1.01
x[437],-0.692,2.864,-6.271,4.241,0.039,0.065,5322.0,1549.0,1.0
x[438],-1.404,2.789,-6.41,3.992,0.036,0.057,6378.0,1483.0,1.0
x[439],4.583,2.41,-0.323,8.805,0.037,0.035,4262.0,1215.0,1.01
x[440],-0.876,2.978,-6.406,4.4,0.041,0.074,5289.0,1294.0,1.0
x[441],-0.92,2.981,-7.151,4.15,0.046,0.073,4316.0,1298.0,1.0
x[442],0.593,2.722,-4.511,5.645,0.039,0.065,4816.0,1612.0,1.0
x[443],-1.062,3.011,-7.068,4.443,0.044,0.102,4851.0,1002.0,1.0
x[444],-0.618,3.033,-6.436,4.901,0.048,0.084,4015.0,1134.0,1.0
x[445],-1.225,2.609,-6.052,3.506,0.037,0.059,5019.0,1554.0,1.0
x[446],-0.482,2.532,-5.146,4.292,0.037,0.061,4738.0,1475.0,1.0
x[447],-0.295,2.491,-4.914,4.28,0.035,0.062,4997.0,1453.0,1.0
x[448],-0.951,2.24,-5.098,3.239,0.031,0.048,5090.0,1505.0,1.0
x[449],0.603,2.216,-3.556,4.821,0.032,0.053,4655.0,1326.0,1.0
x[450],3.006,2.181,-1.263,6.816,0.032,0.031,4582.0,1506.0,1.0
x[451],3.187,2.265,-1.125,7.22,0.033,0.033,4609.0,1476.0,1.0
x[452],0.289,2.958,-5.067,5.779,0.038,0.076,6003.0,1583.0,1.0
x[453],0.309,2.355,-4.422,4.479,0.036,0.058,4280.0,1333.0,1.0
x[454],-0.938,2.322,-5.128,3.546,0.034,0.053,4661.0,1444.0,1.0
x[455],5.844,2.46,0.951,10.22,0.036,0.029,4613.0,1348.0,1.01
x[456],0.225,2.239,-3.943,4.266,0.033,0.053,4626.0,1495.0,1.0
x[457],1.827,2.309,-2.711,5.917,0.034,0.041,4520.0,1416.0,1.0
x[458],1.909,2.319,-2.447,6.271,0.034,0.042,4641.0,1506.0,1.0
x[459],4.939,2.237,0.852,9.139,0.032,0.029,5001.0,1525.0,1.0
x[460],-1.138,2.185,-5.189,2.998,0.032,0.046,4789.0,1637.0,1.0
x[461],2.51,2.173,-1.742,6.487,0.033,0.034,4467.0,1446.0,1.01
x[462],2.452,2.262,-1.587,6.668,0.034,0.039,4516.0,1079.0,1.0
x[463],1.583,2.469,-2.551,6.558,0.033,0.053,5740.0,1406.0,1.0
x[464],-2.008,2.189,-5.749,2.298,0.034,0.041,4219.0,1532.0,1.0
x[465],3.206,2.234,-0.86,7.407,0.031,0.03,5255.0,1545.0,1.0
x[466],-0.074,2.537,-5.039,4.387,0.034,0.074,5696.0,1136.0,1.0
x[467],-1.898,2.846,-7.134,3.564,0.04,0.063,5129.0,1335.0,1.01
x[468],-0.901,2.987,-6.589,4.504,0.042,0.08,5237.0,1048.0,1.0
x[469],1.9,2.698,-2.882,7.134,0.047,0.052,3308.0,1531.0,1.0
x[470],-0.872,2.952,-6.219,4.883,0.041,0.08,5122.0,1266.0,1.0
x[471],-0.949,3.146,-6.664,5.487,0.048,0.075,4390.0,1434.0,1.0
x[472],-1.069,2.983,-6.315,5.016,0.044,0.075,4518.0,1207.0,1.0
x[473],-0.865,3.09,-6.738,4.845,0.041,0.08,5491.0,1554.0,1.0
x[474],-1.35,3.06,-6.975,4.657,0.045,0.088,4539.0,1126.0,1.0
x[475],-0.902,2.987,-6.504,4.857,0.044,0.073,4558.0,1370.0,1.0
sigma,81.416,0.348,80.729,82.033,0.005,0.003,5501.0,1279.0,1.01
