Team,Year,Name,Age,Pos,Contract Value,Type
Atlanta Hawks,2018,Kent Bazemore,29,SG,"$18,089,887 ",Cap Space
Atlanta Hawks,2018,Miles Plumlee,30,C,"$12,500,000 ",Bird
Atlanta Hawks,2018,Dewayne Dedmon,29,C,"$7,200,000 ",Cap Space
Atlanta Hawks,2018,Trae Young,20,PG,"$5,356,440 ",Rookie
Atlanta Hawks,2018,Alex Len,25,C,"$4,350,000 ",Room
Atlanta Hawks,2018,Taurean Prince,24,SF,"$2,526,840 ",Rookie
Atlanta Hawks,2018,Justin Anderson,24,SG,"$2,516,048 ",Rookie
Atlanta Hawks,2018,John Collins,21,PF,"$2,299,080 ",Rookie
Atlanta Hawks,2018,Kevin Huerter,20,SG,"$2,250,960 ",Rookie
Atlanta Hawks,2018,DeAndre' Bembry,24,SF,"$1,634,640 ",Rookie
Atlanta Hawks,2018,Omari Spellman,21,PF,"$1,620,480 ",Rookie
Atlanta Hawks,2018,Vince Carter,41,SG,"$1,512,601 ",Minimum
Atlanta Hawks,2018,Jaylen Adams,22,PG,"$236,854 ",Minimum
Atlanta Hawks,2018,Isaac Humphries,20,C,"$47,371 ",Minimum
Atlanta Hawks,2018,Deyonta Davis,21,C,"$25,637 ",Minimum
Atlanta Hawks,2019,Jeff Teague,31,PG,"$19,000,000 ",Cap Space
Atlanta Hawks,2019,Clint Capela,25,C,"$14,896,552 ",Bird
Atlanta Hawks,2019,Dewayne Dedmon,30,C,"$13,333,334 ",Cap Space
Atlanta Hawks,2019,De'Andre Hunter,21,SF,"$7,068,360 ",Rookie
Atlanta Hawks,2019,Trae Young,21,PG,"$6,273,000 ",Rookie
Atlanta Hawks,2019,Cam Reddish,20,SF,"$4,245,720 ",Rookie
Atlanta Hawks,2019,John Collins,22,PF,"$2,686,560 ",Rookie
Atlanta Hawks,2019,Kevin Huerter,21,SG,"$2,636,280 ",Rookie
Atlanta Hawks,2019,DeAndre' Bembry,25,SF,"$2,603,982 ",Rookie
Atlanta Hawks,2019,Skal Labissiere,23,PF,"$2,338,847 ",Rookie
Atlanta Hawks,2019,Damian Jones,24,C,"$2,305,057 ",Rookie
Atlanta Hawks,2019,Treveon Graham,25,SG,"$1,645,357 ",Minimum
Atlanta Hawks,2019,Vince Carter,42,SG,"$1,620,564 ",Minimum
Atlanta Hawks,2019,Bruno Fernando,21,C,"$1,400,000 ",Cap Space
Atlanta Hawks,2019,Brandon Goodwin,23,PG,"$522,738 ",Minimum
Boston Celtics,2018,Gordon Hayward,28,SF,"$31,214,295 ",Cap Space
Boston Celtics,2018,Al Horford,32,C,"$28,928,709 ",Cap Space
Boston Celtics,2018,Kyrie Irving,26,PG,"$20,099,188 ",Bird
Boston Celtics,2018,Marcus Smart,24,PG,"$11,660,716 ",Bird
Boston Celtics,2018,Jayson Tatum,20,SF,"$6,700,800 ",Rookie
Boston Celtics,2018,Marcus Morris Sr.,29,PF,"$5,375,000 ",Bird
Boston Celtics,2018,Aron Baynes,31,C,"$5,193,600 ",Non-Bird
Boston Celtics,2018,Jaylen Brown,21,SG,"$5,169,960 ",Rookie
Boston Celtics,2018,Terry Rozier,24,PG,"$3,050,390 ",Rookie
Boston Celtics,2018,Guerschon Yabusele,22,PF,"$2,667,600 ",Rookie
Boston Celtics,2018,Robert Williams,20,PF,"$1,654,440 ",Rookie
Boston Celtics,2018,Semi Ojeleye,23,PF,"$1,378,242 ",Cap Space
Boston Celtics,2018,Daniel Theis,26,PF,"$1,378,242 ",Minimum
Boston Celtics,2018,Brad Wanamaker,29,PG,"$838,464 ",Minimum
Boston Celtics,2018,Jonathan Gibson,30,PG,"$17,092 ",Minimum
Boston Celtics,2019,Kemba Walker,29,PG,"$32,742,000 ",Sign-and-Trade
Boston Celtics,2019,Gordon Hayward,29,SF,"$32,700,690 ",Cap Space
Boston Celtics,2019,Marcus Smart,25,PG,"$12,553,471 ",Bird
Boston Celtics,2019,Jayson Tatum,21,SF,"$7,830,000 ",Rookie
Boston Celtics,2019,Jaylen Brown,22,SG,"$6,534,829 ",Rookie
Boston Celtics,2019,Daniel Theis,27,PF,"$5,000,000 ",Early Bird
Boston Celtics,2019,Enes Kanter,27,C,"$4,767,000 ",Room
Boston Celtics,2019,Romeo Langford,19,SF,"$3,458,400 ",Rookie
Boston Celtics,2019,Vincent Poirier,25,C,"$2,505,793 ",Cap Space
Boston Celtics,2019,Grant Williams,20,SF,"$2,379,840 ",Rookie
Boston Celtics,2019,Robert Williams,21,C,"$1,937,520 ",Rookie
Boston Celtics,2019,Semi Ojeleye,24,PF,"$1,618,520 ",Cap Space
Boston Celtics,2019,Brad Wanamaker,30,PG,"$1,445,697 ",Minimum
Boston Celtics,2019,Carsen Edwards,21,PG,"$1,228,026 ",Cap Space
Boston Celtics,2019,Javonte Green,26,SG,"$898,310 ",Minimum
Brooklyn Nets,2018,Allen Crabbe,26,SG,"$18,500,000 ",Cap Space
Brooklyn Nets,2018,DeMarre Carroll,32,SF,"$15,400,000 ",Cap Space
Brooklyn Nets,2018,Jared Dudley,33,SF,"$9,530,000 ",Cap Space
Brooklyn Nets,2018,Joe Harris,27,SG,"$8,333,333 ",Cap Space
Brooklyn Nets,2018,D'Angelo Russell,22,PG,"$7,019,698 ",Rookie
Brooklyn Nets,2018,Ed Davis,29,PF,"$4,449,000 ",Room
Brooklyn Nets,2018,Rondae Hollis-Jefferson,23,SF,"$2,470,357 ",Rookie
Brooklyn Nets,2018,Jarrett Allen,20,C,"$2,034,120 ",Rookie
Brooklyn Nets,2018,Shabazz Napier,27,PG,"$1,942,422 ",Cap Space
Brooklyn Nets,2018,Caris LeVert,24,SG,"$1,702,800 ",Rookie
Brooklyn Nets,2018,Spencer Dinwiddie,25,PG,"$1,656,092 ",Cap Space
Brooklyn Nets,2018,Dzanan Musa,19,SG,"$1,632,240 ",Rookie
Brooklyn Nets,2018,Rodions Kurucs,20,SF,"$1,618,320 ",Cap Space
Brooklyn Nets,2018,Treveon Graham,24,SG,"$1,512,601 ",Minimum
Brooklyn Nets,2018,Theo Pinson,22,SG,"$4,737 ",Minimum
Brooklyn Nets,2019,Kevin Durant,31,SF,"$38,199,000 ",Sign-and-Trade
Brooklyn Nets,2019,Kyrie Irving,27,PG,"$31,742,000 ",Cap Space
Brooklyn Nets,2019,Joe Harris,28,SG,"$7,666,667 ",Cap Space
Brooklyn Nets,2019,Garrett Temple,33,SG,"$4,767,000 ",Room
Brooklyn Nets,2019,Caris LeVert,25,SG,"$2,625,718 ",Rookie
Brooklyn Nets,2019,Jarrett Allen,21,C,"$2,376,840 ",Rookie
Brooklyn Nets,2019,Landry Shamet,22,PG,"$1,995,120 ",Rookie
Brooklyn Nets,2019,Dzanan Musa,20,SG,"$1,911,600 ",Rookie
Brooklyn Nets,2019,Rodions Kurucs,21,SF,"$1,699,236 ",Cap Space
Brooklyn Nets,2019,Nicolas Claxton,20,C,"$898,310 ",Cap Space
Brooklyn Nets,2019,Timothe Luwawu-Cabarrot,24,SG,"$654,468 ",Minimum
Brooklyn Nets,2019,Tyler Johnson,27,SG,"$183,115 ",Minimum
Brooklyn Nets,2019,Donta Hall,22,PF,"$101,504 ",Minimum
Brooklyn Nets,2019,Jamal Crawford,39,SG,- ,Minimum
Brooklyn Nets,2019,Lance Thomas,31,SF,- ,Minimum
Charlotte Hornets,2018,Nicolas Batum,29,SG,"$24,000,000 ",Bird
Charlotte Hornets,2018,Bismack Biyombo,26,C,"$17,000,000 ",Cap Space
Charlotte Hornets,2018,Marvin Williams,32,PF,"$14,087,500 ",Early Bird
Charlotte Hornets,2018,Cody Zeller,25,C,"$13,528,090 ",Bird
Charlotte Hornets,2018,Michael Kidd-Gilchrist,25,SF,"$13,000,000 ",Bird
Charlotte Hornets,2018,Kemba Walker,28,PG,"$12,000,000 ",Bird
Charlotte Hornets,2018,Jeremy Lamb,26,SG,"$7,488,372 ",Bird
Charlotte Hornets,2018,Tony Parker,36,PG,"$5,000,000 ",NT-MLE
Charlotte Hornets,2018,Frank Kaminsky,25,PF,"$3,627,842 ",Rookie
Charlotte Hornets,2018,Malik Monk,20,SG,"$3,447,480 ",Rookie
Charlotte Hornets,2018,Miles Bridges,20,SF,"$3,206,640 ",Rookie
Charlotte Hornets,2018,Willy Hernangomez,24,C,"$1,544,951 ",Cap Space
Charlotte Hornets,2018,Shelvin Mack,28,PG,"$1,512,601 ",Minimum
Charlotte Hornets,2018,Dwayne Bacon,23,SF,"$1,378,242 ",NT-MLE
Charlotte Hornets,2018,Devonte' Graham,23,PG,"$988,464 ",NT-MLE
Charlotte Hornets,2019,Nicolas Batum,30,SG,"$25,565,217 ",Bird
Charlotte Hornets,2019,Terry Rozier,25,PG,"$19,894,737 ",Sign-and-Trade
Charlotte Hornets,2019,Bismack Biyombo,27,C,"$17,000,000 ",Cap Space
Charlotte Hornets,2019,Cody Zeller,26,C,"$14,471,910 ",Bird
Charlotte Hornets,2019,Malik Monk,21,SG,"$4,028,400 ",Rookie
Charlotte Hornets,2019,PJ Washington,21,PF,"$3,831,840 ",Rookie
Charlotte Hornets,2019,Miles Bridges,21,SF,"$3,755,400 ",Rookie
Charlotte Hornets,2019,Willy Hernangomez,25,C,"$1,676,735 ",Cap Space
Charlotte Hornets,2019,Dwayne Bacon,24,SF,"$1,618,520 ",NT-MLE
Charlotte Hornets,2019,Devonte' Graham,24,PG,"$1,416,852 ",NT-MLE
Charlotte Hornets,2019,Cody Martin,24,SF,"$1,173,310 ",NT-MLE
Charlotte Hornets,2019,Caleb Martin,24,SF,"$898,310 ",NT-MLE
Charlotte Hornets,2019,Jalen McDaniels,21,PF,"$898,310 ",NT-MLE
Charlotte Hornets,2019,Joe Chealey,23,PG,"$81,678 ",Minimum
Charlotte Hornets,2019,Kobi Simmons,PG,PF,PG,
Chicago Bulls,2018,Otto Porter Jr.,25,SF,"$26,011,913 ",Cap Space
Chicago Bulls,2018,Zach LaVine,23,SG,"$19,500,000 ",Cap Space
Chicago Bulls,2018,Robin Lopez,30,C,"$14,357,750 ",Cap Space
Chicago Bulls,2018,Cristiano Felicio,26,PF,"$8,470,980 ",Cap Space
Chicago Bulls,2018,Lauri Markkanen,21,PF,"$4,536,120 ",Rookie
Chicago Bulls,2018,Wendell Carter Jr.,19,PF,"$4,441,200 ",Rookie
Chicago Bulls,2018,Kris Dunn,24,PG,"$4,221,000 ",Rookie
Chicago Bulls,2018,Denzel Valentine,24,SG,"$2,280,600 ",Rookie
Chicago Bulls,2018,Chandler Hutchison,22,SF,"$1,991,520 ",Rookie
Chicago Bulls,2018,Timothe Luwawu-Cabarrot,23,SG,"$1,544,951 ",Rookie
Chicago Bulls,2018,Wayne Selden,24,SG,"$1,544,951 ",Minimum
Chicago Bulls,2018,Ryan Arcidiacono,24,PG,"$1,349,383 ",Minimum
Chicago Bulls,2018,Antonio Blakeney,21,SG,"$1,349,383 ",Minimum
Chicago Bulls,2018,Shaquille Harrison,24,PG,"$1,311,264 ",Minimum
Chicago Bulls,2018,Walter Lemon Jr.,26,PG,"$99,107 ",Minimum
Chicago Bulls,2019,Otto Porter Jr.,26,SF,"$27,250,575 ",Cap Space
Chicago Bulls,2019,Zach LaVine,24,SG,"$19,500,000 ",Cap Space
Chicago Bulls,2019,Thaddeus Young,31,PF,"$12,900,000 ",Cap Space
Chicago Bulls,2019,Tomas Satoransky,27,SG,"$10,000,000 ",Sign-and-Trade
Chicago Bulls,2019,Cristiano Felicio,27,PF,"$8,156,500 ",Cap Space
Chicago Bulls,2019,Kris Dunn,25,PG,"$5,348,007 ",Rookie
Chicago Bulls,2019,Coby White,19,PG,"$5,307,120 ",Rookie
Chicago Bulls,2019,Lauri Markkanen,22,PF,"$5,300,400 ",Rookie
Chicago Bulls,2019,Wendell Carter Jr.,20,PF,"$5,201,400 ",Rookie
Chicago Bulls,2019,Denzel Valentine,25,SG,"$3,377,569 ",Rookie
Chicago Bulls,2019,Ryan Arcidiacono,25,PG,"$3,000,000 ",Cap Space
Chicago Bulls,2019,Chandler Hutchison,23,SF,"$2,332,320 ",Rookie
Chicago Bulls,2019,Luke Kornet,24,PF,"$2,250,000 ",Room
Chicago Bulls,2019,Daniel Gafford,20,PF,"$898,310 ",Cap Space
Chicago Bulls,2019,Shaquille Harrison,25,PG,"$898,310 ",Minimum
Cleveland Cavaliers,2018,Kevin Love,30,C,"$24,119,025 ",Bird
Cleveland Cavaliers,2018,Tristan Thompson,27,C,"$17,469,565 ",Bird
Cleveland Cavaliers,2018,J.R. Smith,33,SG,"$14,720,000 ",Bird
Cleveland Cavaliers,2018,Brandon Knight,26,PG,"$14,631,250 ",Bird
Cleveland Cavaliers,2018,Jordan Clarkson,26,PG,"$12,500,000 ",Early Bird
Cleveland Cavaliers,2018,John Henson,27,PF,"$11,327,466 ",Bird
Cleveland Cavaliers,2018,Matthew Dellavedova,28,PG,"$9,607,500 ",Cap Space
Cleveland Cavaliers,2018,Collin Sexton,19,PG,"$4,068,600 ",Rookie
Cleveland Cavaliers,2018,Marquese Chriss,21,PF,"$3,206,160 ",Rookie
Cleveland Cavaliers,2018,Cedi Osman,23,SF,"$2,775,000 ",T-MLE
Cleveland Cavaliers,2018,Larry Nance Jr.,25,PF,"$2,272,391 ",Rookie
Cleveland Cavaliers,2018,Ante Zizic,21,C,"$1,952,760 ",Rookie
Cleveland Cavaliers,2018,Channing Frye,35,PF,"$1,512,601 ",Minimum
Cleveland Cavaliers,2018,David Nwaba,25,SG,"$1,512,601 ",Minimum
Cleveland Cavaliers,2018,Nik Stauskas,24,SG,"$504,200 ",Minimum
Cleveland Cavaliers,2019,Kevin Love,31,C,"$28,942,830 ",Bird
Cleveland Cavaliers,2019,Andre Drummond,26,C,"$27,950,199 ",Bird
Cleveland Cavaliers,2019,Tristan Thompson,28,C,"$18,539,130 ",Bird
Cleveland Cavaliers,2019,Larry Nance Jr.,26,PF,"$12,727,273 ",Bird
Cleveland Cavaliers,2019,Matthew Dellavedova,29,PG,"$9,607,500 ",Cap Space
Cleveland Cavaliers,2019,Dante Exum,24,PG,"$9,600,000 ",Bird
Cleveland Cavaliers,2019,Darius Garland,19,PG,"$6,400,920 ",Rookie
Cleveland Cavaliers,2019,Collin Sexton,20,PG,"$4,764,960 ",Rookie
Cleveland Cavaliers,2019,Cedi Osman,24,SF,"$2,907,143 ",T-MLE
Cleveland Cavaliers,2019,Ante Zizic,22,C,"$2,281,800 ",Rookie
Cleveland Cavaliers,2019,Dylan Windler,23,SF,"$2,035,800 ",Rookie
Cleveland Cavaliers,2019,Alfonzo McKinnie,27,PF,"$1,500,000 ",NT-MLE
Cleveland Cavaliers,2019,Kevin Porter Jr.,19,SG,"$1,290,960 ",Rookie
Cleveland Cavaliers,2019,Dean Wade,22,PF,"$375,000 ",NT-MLE
Cleveland Cavaliers,2019,Jordan Bell,24,C,"$250,000 ",Minimum
Dallas Mavericks,2018,Tim Hardaway Jr.,26,SG,"$19,200,127 ",Cap Space
Dallas Mavericks,2018,Courtney Lee,32,SG,"$12,253,780 ",Cap Space
Dallas Mavericks,2018,Dwight Powell,27,PF,"$9,631,250 ",Cap Space
Dallas Mavericks,2018,Luka Doncic,19,PG,"$6,560,640 ",Rookie
Dallas Mavericks,2018,Kristaps Porzingis,23,PF,"$5,697,054 ",Rookie
Dallas Mavericks,2018,Dirk Nowitzki,40,PF,"$5,000,000 ",Cap Space
Dallas Mavericks,2018,Jose Barea,34,PG,"$3,710,850 ",Cap Space
Dallas Mavericks,2018,Justin Jackson,23,SF,"$2,807,880 ",Rookie
Dallas Mavericks,2018,Trey Burke,25,PG,"$1,795,015 ",Minimum
Dallas Mavericks,2018,Dorian Finney-Smith,25,SF,"$1,544,951 ",Cap Space
Dallas Mavericks,2018,Devin Harris,35,PG,"$1,512,601 ",Minimum
Dallas Mavericks,2018,Maxi Kleber,26,PF,"$1,378,242 ",Minimum
Dallas Mavericks,2018,Jalen Brunson,22,PG,"$1,230,000 ",Cap Space
Dallas Mavericks,2018,Ryan Broekhoff,28,SF,"$838,464 ",Cap Space
Dallas Mavericks,2018,Salah Mejri,32,C,"$512,746 ",Minimum
Dallas Mavericks,2019,Kristaps Porzingis,24,PF,"$27,285,000 ",Bird
Dallas Mavericks,2019,Tim Hardaway Jr.,27,SG,"$20,025,127 ",Cap Space
Dallas Mavericks,2019,Courtney Lee,33,SG,"$12,759,670 ",Cap Space
Dallas Mavericks,2019,Dwight Powell,28,PF,"$10,259,375 ",Cap Space
Dallas Mavericks,2019,Delon Wright,27,PG,"$9,473,684 ",Sign-and-Trade
Dallas Mavericks,2019,Maxi Kleber,27,PF,"$8,000,000 ",Early Bird
Dallas Mavericks,2019,Luka Doncic,20,PG,"$7,683,360 ",Rookie
Dallas Mavericks,2019,Seth Curry,29,SG,"$7,461,380 ",NT-MLE
Dallas Mavericks,2019,Dorian Finney-Smith,26,SF,"$4,000,000 ",Bird
Dallas Mavericks,2019,Boban Marjanovic,31,C,"$3,500,000 ",Bi-Annual
Dallas Mavericks,2019,Justin Jackson,24,SF,"$3,280,920 ",Rookie
Dallas Mavericks,2019,Jose Barea,35,PG,"$1,620,564 ",Minimum
Dallas Mavericks,2019,Jalen Brunson,23,PG,"$1,416,852 ",Cap Space
Dallas Mavericks,2019,Michael Kidd-Gilchrist,26,SF,"$604,278 ",Minimum
Dallas Mavericks,2019,Ryan Broekhoff,29,SF,"$163,356 ",Minimum
Denver Nuggets,2018,Paul Millsap,33,PF,"$29,230,769 ",Cap Space
Denver Nuggets,2018,Nikola Jokic,23,C,"$25,467,250 ",Bird
Denver Nuggets,2018,Gary Harris,24,SG,"$16,517,857 ",Bird
Denver Nuggets,2018,Mason Plumlee,28,C,"$12,917,808 ",Bird
Denver Nuggets,2018,Will Barton,27,SG,"$11,830,358 ",Bird
Denver Nuggets,2018,Jamal Murray,21,PG,"$3,499,800 ",Rookie
Denver Nuggets,2018,Trey Lyles,22,PF,"$3,364,249 ",Rookie
Denver Nuggets,2018,Michael Porter Jr.,20,PF,"$2,894,160 ",Rookie
Denver Nuggets,2018,Juan Hernangomez,23,PF,"$2,166,360 ",Rookie
Denver Nuggets,2018,Torrey Craig,27,SF,"$2,000,000 ",Cap Space
Denver Nuggets,2018,Tyler Lydon,22,PF,"$1,874,640 ",Rookie
Denver Nuggets,2018,Malik Beasley,21,SG,"$1,773,840 ",Rookie
Denver Nuggets,2018,Isaiah Thomas,29,PG,"$1,512,601 ",Minimum
Denver Nuggets,2018,Monte Morris,23,PG,"$1,349,383 ",T-MLE
Denver Nuggets,2018,Jarred Vanderbilt,19,PF,"$838,464 ",Cap Space
Denver Nuggets,2019,Paul Millsap,34,PF,"$30,350,000 ",Cap Space
Denver Nuggets,2019,Nikola Jokic,24,C,"$27,504,630 ",Bird
Denver Nuggets,2019,Gary Harris,25,SG,"$17,839,286 ",Bird
Denver Nuggets,2019,Mason Plumlee,29,C,"$14,041,096 ",Bird
Denver Nuggets,2019,Will Barton,28,SG,"$12,776,786 ",Bird
Denver Nuggets,2019,Jerami Grant,25,SF,"$9,346,153 ",Bird
Denver Nuggets,2019,Jamal Murray,22,PG,"$4,444,746 ",Rookie
Denver Nuggets,2019,Michael Porter Jr.,21,PF,"$3,389,400 ",Rookie
Denver Nuggets,2019,Torrey Craig,28,SF,"$2,000,000 ",Cap Space
Denver Nuggets,2019,Noah Vonleh,24,PF,"$2,000,000 ",NT-MLE
Denver Nuggets,2019,Monte Morris,24,PG,"$1,588,231 ",T-MLE
Denver Nuggets,2019,Keita Bates-Diop,23,SF,"$1,416,852 ",NT-MLE
Denver Nuggets,2019,Vlatko Cancar,22,SF,"$898,310 ",NT-MLE
Denver Nuggets,2019,P.J. Dozier,22,PG,"$183,115 ",NT-MLE
Denver Nuggets,2019,Bol Bol,C,C,PG,SG
Detroit Pistons,2018,Blake Griffin,29,PF,"$32,088,932 ",Bird
Detroit Pistons,2018,Andre Drummond,25,C,"$25,434,263 ",Bird
Detroit Pistons,2018,Reggie Jackson,28,PG,"$17,043,478 ",Bird
Detroit Pistons,2018,Jon Leuer,29,PF,"$10,002,681 ",Cap Space
Detroit Pistons,2018,Langston Galloway,26,SG,"$7,000,000 ",NT-MLE
Detroit Pistons,2018,Ishmael Smith,30,PG,"$6,000,000 ",Cap Space
Detroit Pistons,2018,Glenn Robinson III,24,SG,"$4,075,000 ",NT-MLE
Detroit Pistons,2018,Luke Kennard,22,SG,"$3,275,280 ",Rookie
Detroit Pistons,2018,Thon Maker,21,C,"$2,799,720 ",Rookie
Detroit Pistons,2018,Wayne Ellington,30,SG,"$2,383,076 ",NT-MLE
Detroit Pistons,2018,Jose Calderon,37,PG,"$1,512,601 ",Minimum
Detroit Pistons,2018,Zaza Pachulia,34,C,"$1,512,601 ",Minimum
Detroit Pistons,2018,Sviatoslav Mykhailiuk,21,SG,"$1,487,694 ",Cap Space
Detroit Pistons,2018,Bruce Brown,22,SG,"$838,464 ",NT-MLE
Detroit Pistons,2018,Khyri Thomas,22,SG,"$838,464 ",NT-MLE
Detroit Pistons,2019,Blake Griffin,30,PF,"$34,449,964 ",Bird
Detroit Pistons,2019,Brandon Knight,27,PG,"$15,643,750 ",Bird
Detroit Pistons,2019,Tony Snell,27,SG,"$11,392,857 ",Bird
Detroit Pistons,2019,John Henson,28,PF,"$9,732,396 ",Bird
Detroit Pistons,2019,Langston Galloway,27,SG,"$7,333,333 ",NT-MLE
Detroit Pistons,2019,Derrick Rose,30,PG,"$7,317,073 ",NT-MLE
Detroit Pistons,2019,Luke Kennard,23,SG,"$3,827,160 ",Rookie
Detroit Pistons,2019,Thon Maker,22,C,"$3,569,643 ",Rookie
Detroit Pistons,2019,Sekou Doumbouya,18,SF,"$3,285,120 ",Rookie
Detroit Pistons,2019,Jordan McRae,28,SG,"$1,645,357 ",Minimum
Detroit Pistons,2019,Christian Wood,24,PF,"$1,645,357 ",Minimum
Detroit Pistons,2019,Bruce Brown,23,SG,"$1,416,852 ",NT-MLE
Detroit Pistons,2019,Sviatoslav Mykhailiuk,22,SG,"$1,416,852 ",Cap Space
Detroit Pistons,2019,Khyri Thomas,23,SG,"$1,416,852 ",NT-MLE
Detroit Pistons,2019,Justin Patton,22,C,"$183,115 ",Minimum
Golden State Warriors,2018,Stephen Curry,30,PG,"$37,457,154 ",Bird
Golden State Warriors,2018,Kevin Durant,30,SF,"$30,000,000 ",Non-Bird
Golden State Warriors,2018,Klay Thompson,28,SG,"$18,988,725 ",Bird
Golden State Warriors,2018,Draymond Green,28,PF,"$17,469,565 ",Bird
Golden State Warriors,2018,Andre Iguodala,34,SF,"$16,000,000 ",Bird
Golden State Warriors,2018,Shaun Livingston,33,PG,"$8,307,692 ",Bird
Golden State Warriors,2018,DeMarcus Cousins,28,C,"$5,337,000 ",T-MLE
Golden State Warriors,2018,Jacob Evans,21,SF,"$1,644,240 ",Rookie
Golden State Warriors,2018,Quinn Cook,25,PG,"$1,544,951 ",Minimum
Golden State Warriors,2018,Damian Jones,23,C,"$1,544,951 ",Rookie
Golden State Warriors,2018,Jonas Jerebko,31,PF,"$1,512,601 ",Minimum
Golden State Warriors,2018,Kevon Looney,22,SF,"$1,512,601 ",Minimum
Golden State Warriors,2018,Jordan Bell,23,C,"$1,378,242 ",Minimum
Golden State Warriors,2018,Alfonzo McKinnie,26,PF,"$1,349,383 ",Minimum
Golden State Warriors,2018,Andrew Bogut,33,C,"$307,648 ",Minimum
Golden State Warriors,2019,Stephen Curry,31,PG,"$40,231,758 ",Bird
Golden State Warriors,2019,Klay Thompson,29,SG,"$32,742,000 ",Bird
Golden State Warriors,2019,Andrew Wiggins,24,SF,"$27,504,630 ",Bird
Golden State Warriors,2019,Draymond Green,29,PF,"$18,539,130 ",Bird
Golden State Warriors,2019,Kevon Looney,23,C,"$4,464,286 ",Bird
Golden State Warriors,2019,Jordan Poole,20,SG,"$1,964,760 ",Rookie
Golden State Warriors,2019,Eric Paschall,22,PF,"$898,310 ",NT-MLE
Golden State Warriors,2019,Alen Smailagic,19,PF,"$898,310 ",NT-MLE
Golden State Warriors,2019,Damion Lee,26,SG,"$842,327 ",NT-MLE
Golden State Warriors,2019,Marquese Chriss,22,PF,"$654,468 ",Minimum
Golden State Warriors,2019,Ky Bowman,22,SG,"$350,189 ",NT-MLE
Golden State Warriors,2019,Juan Toscano-Anderson,26,SF,"$350,189 ",NT-MLE
Golden State Warriors,2019,Mychal Mulder,25,G,"$187,782 ",NT-MLE
Golden State Warriors,2019,Dragan Bender,21,PF,"$91,557 ",Minimum
Golden State Warriors,2019,Dragan Bender,PF,,"$94,850",-
Houston Rockets,2018,Chris Paul,33,PG,"$35,654,150 ",Bird
